Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Exit From Mitosis (GO:0010458)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	UBE2C
Ganglion Development (GO:0061548)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	TUBB3
Leukotriene D4 Metabolic Process (GO:1901748)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	DPEP2
Magnesium Ion Transport (GO:0015693)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	MAGT1
Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	INSIG1
Melanocyte Differentiation (GO:0030318)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	KIT
Methylguanosine-Cap Decapping (GO:0110156)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PNRC2
Mitochondrion Distribution (GO:0048311)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	LRRK2
Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	VSIR
Negative Regulation Of Cell Division (GO:0051782)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	SUSD2
Negative Regulation Of Fibrinolysis (GO:0051918)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	THBD
Negative Regulation Of Heart Contraction (GO:0045822)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PDE4D
Negative Regulation Of Myotube Differentiation (GO:0010832)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	CEACAM5
Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	HNRNPU
Negative Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903817)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	CAV1
Neurotransmitter Uptake (GO:0001504)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	SLC29A4
Nucleoside Phosphate Biosynthetic Process (GO:1901293)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	AK4
Phagosome-Lysosome Fusion (GO:0090385)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	SYT7
Polyamine Metabolic Process (GO:0006595)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	AOC1
Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	SIX4
Positive Regulation Of Circadian Rhythm (GO:0042753)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	RORA
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PIK3R1
Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	BIRC5
Positive Regulation Of Myelination (GO:0031643)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	EGR2
Positive Regulation Of Spindle Checkpoint (GO:0090232)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	BIRC5
Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	LDLR
Positive Regulation Of Vascular Permeability (GO:0043117)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	BMP6
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PAICS
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	AK4
Pyrimidine Nucleobase Metabolic Process (GO:0006206)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	DPYSL2
Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	HLA-DRA
Regulation Of T-helper 17 Cell Differentiation (GO:2000319)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	JUNB
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PRNP
Regulation Of Cilium Movement (GO:0003352)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	CLXN
Regulation Of Endosome Size (GO:0051036)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	BORCS7
Regulation Of Glycogen Metabolic Process (GO:0070873)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PPP1R3C
Regulation Of Keratinocyte Migration (GO:0051547)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	MMP9
Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903037)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	MDK
Regulation Of Microtubule-Based Movement (GO:0060632)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	CLXN
Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	IL1B
Regulation Of Protein K63-linked Ubiquitination (GO:1900044)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	SASH1
Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070861)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	INSIG1
Regulation Of Response To Oxidative Stress (GO:1902882)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	ALOX5
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PPARG
Response To Nitric Oxide (GO:0071731)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	FOXO1
Retinoic Acid Receptor Signaling Pathway (GO:0048384)	1/11	0.563380827875743	0.707748252123001	0	0	1.27855172413793	0.73363228051586	PPARG
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	6/83	0.564302621170631	0.708687458501018	0	0	0.996108389880016	0.569937967440145	RNF144B;DAB2;LRRK2;LAPTM5;AXIN2;NKD2
DNA-templated DNA Replication (GO:0006261)	5/69	0.567507457530217	0.712492392684497	0	0	0.998714125172891	0.565772938815273	GINS2;CDC45;HMGA1;MCM4;MCM2
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)	8/112	0.57070113027275	0.715740131728109	0	0	0.983261367876752	0.551501095912338	CCNB2;CDKN1A;CCND2;SERTAD1;CCNF;DUSP19;ADRB2;SNCA
Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	PRICKLE2;CELSR3
Camera-Type Eye Development (GO:0043010)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	EFEMP1;NES
Cardiac Muscle Cell Development (GO:0055013)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	PDGFRA;MYH11
Dendritic Spine Organization (GO:0097061)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	PRNP;SHANK3
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	CDC20;CENPF
Mitotic Spindle Checkpoint Signaling (GO:0071174)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	CDC20;CENPF
Organelle Fusion (GO:0048284)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	MIGA1;MCL1
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	EDNRA;ADRB2
Positive Regulation Of Monooxygenase Activity (GO:0032770)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	CDH3;IL1B
Spindle Assembly Checkpoint Signaling (GO:0071173)	2/26	0.572053599378373	0.715740131728109	0	0	1.06538992408558	0.595044336335432	CDC20;CENPF
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	4/55	0.572205123743313	0.715740131728109	0	0	1.00264238383674	0.559732875183278	ADCY4;PAICS;PAPSS2;PAPSS1
Response To Amino Acid Starvation (GO:1990928)	3/41	0.579609770855912	0.724779396930764	0	0	1.00925050886886	0.550445440234851	CDKN1A;SESN1;PRKD1
Cardiac Muscle Cell Differentiation (GO:0055007)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	MYH11;SIK1
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	ZFP36;ZFP36L2
In Utero Embryonic Development (GO:0001701)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	STIL;FOXF1
Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	SPI1;NLRP3
Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	PPP3CC;GSTO1
Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	CDC20;UBE2C
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	SFRP1;TCF21
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	2/27	0.592889339231316	0.73029478183501	0	0	1.02271911663216	0.534623870779679	IL1B;MCL1
Response To UV (GO:0009411)	7/100	0.594791744779061	0.73029478183501	0	0	0.962023054240014	0.499813251317148	MFAP4;UVSSA;CAT;PCLAF;CIRBP;AURKB;AQP1
C4-dicarboxylate Transport (GO:0015740)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SLC1A1
DNA Strand Elongation (GO:0022616)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	MCM4
DNA Strand Elongation Involved In DNA Replication (GO:0006271)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	MCM4
MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	IRAK3
Alanine Transport (GO:0032328)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SLC7A5
Aspartate Family Amino Acid Metabolic Process (GO:0009066)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	MSRA
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	GJA1
Atrial Cardiac Muscle Tissue Development (GO:0003228)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ENG
cAMP Metabolic Process (GO:0046058)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ADCY4
Cardiac Right Ventricle Morphogenesis (GO:0003215)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SOX4
Cell Projection Assembly (GO:0030031)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	GSN
Cellular Response To Leucine Starvation (GO:1990253)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SESN1
Detection Of Calcium Ion (GO:0005513)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	CASQ2
Early Endosome To Golgi Transport (GO:0034498)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SNX1
Fatty Acid Elongation (GO:0030497)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	HACD1
Gamma-Delta T Cell Activation (GO:0046629)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	JAML
Histone Monoubiquitination (GO:0010390)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	UHRF1
Lipid Droplet Formation (GO:0140042)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	PLA2G4C
Low-Density Lipoprotein Particle Remodeling (GO:0034374)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	AGTR1
Microtubule Anchoring At Microtubule Organizing Center (GO:0072393)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	CEP19
Morphogenesis Of A Polarized Epithelium (GO:0001738)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ACTG1
Myelination In Peripheral Nervous System (GO:0022011)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ARHGEF10
Negative Regulation Of JUN Kinase Activity (GO:0043508)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	DUSP19
Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	GPRC5A
Negative Regulation Of Hippo Signaling (GO:0035331)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	WWC1
Negative Regulation Of Locomotion (GO:0040013)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	FBLN1
Negative Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901386)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	PPP3CC
Nuclear Body Organization (GO:0030575)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ETS1
Polysaccharide Biosynthetic Process (GO:0000271)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	NDST1
Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	GINS2
Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	PTPRD
Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	LIMS2
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	TYROBP
Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	PID1
Positive Regulation Of Regulated Secretory Pathway (GO:1903307)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	STX1A
Positive Regulation Of Sodium Ion Transport (GO:0010765)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SCN4B
Positive Regulation Of Vasoconstriction (GO:0045907)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	CAV1
Positive Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901387)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	PPP3CC
Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	MBD4
Regulation Of DNA-directed DNA Polymerase Activity (GO:1900262)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	GINS2
Regulation Of Actomyosin Structure Organization (GO:0110020)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	PTGER4
Regulation Of Lymphocyte Migration (GO:2000401)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	JAM2
Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	UBE2G2
Regulation Of Tube Diameter (GO:0035296)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	AGTR1
Ribosome Disassembly (GO:0032790)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	DENR
Secretion (GO:0046903)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	FBLN5
snRNA Transcription (GO:0009301)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	SNAPC1
Sodium Ion Export Across Plasma Membrane (GO:0036376)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ATP1B3
Sphingomyelin Metabolic Process (GO:0006684)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	ABCA8
Vascular Process In Circulatory System (GO:0003018)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	AGTR1
Very Long-Chain Fatty Acid Biosynthetic Process (GO:0042761)	1/12	0.595074894423372	0.73029478183501	0	0	1.16225705329154	0.603290453874611	HACD1
DNA Recombination (GO:0006310)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	XRCC2;DMC1;HMGB3
Cellular Response To Amino Acid Starvation (GO:0034198)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	CDKN1A;SESN1;PRKD1
Cellular Response To Glucose Starvation (GO:0042149)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	SESN1;PLIN2;HNRNPA1
Ceramide Biosynthetic Process (GO:0046513)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	ASAH1;SPTLC1;ST6GALNAC6
Lysosome Localization (GO:0032418)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	KIT;FCER1A;BORCS7
Monoatomic Cation Transport (GO:0006812)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	SLC11A1;SLC29A4;ANO6
Potassium Ion Import Across Plasma Membrane (GO:1990573)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	KCNJ8;KCNJ15;ATP1B3
Substantia Nigra Development (GO:0021762)	3/42	0.596224936165127	0.73029478183501	0	0	0.983319167020824	0.508510992959232	MAOB;ATP5PB;NDRG2
Cilium Assembly (GO:0060271)	17/243	0.598152896062453	0.732435791176083	0	0	0.961142790140828	0.493939813530348	CFAP74;RSPH4A;GSN;NOTCH1;CEP19;SNX10;DYNC2LI1;ABLIM1;RSPH1;TMEM17;RILPL2;TBC1D32;TEKT1;JHY;HOATZ;IFT57;RAB8B
Striated Muscle Contraction (GO:0006941)	4/57	0.600898957234605	0.735576972619618	0	0	0.964702507465022	0.491350464657129	TNNC1;CASQ2;SCN4B;LMOD3
Regulation Of Cell Cycle Process (GO:0010564)	9/130	0.607017792870239	0.7428437290794	0	0	0.950539310645224	0.474506539124478	SFRP1;CAV2;PRC1;GPER1;NEK2;RPL17;AURKB;MCM2;AURKA
Ephrin Receptor Signaling Pathway (GO:0048013)	3/43	0.612405116197862	0.746072662939545	0	0	0.958684392265193	0.470101687390012	EFNB2;CHN1;MMP9
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	3/43	0.612405116197862	0.746072662939545	0	0	0.958684392265193	0.470101687390012	GPER1;DEFA1;PLPP1
Learning (GO:0007612)	3/43	0.612405116197862	0.746072662939545	0	0	0.958684392265193	0.470101687390012	CLDN5;SYT11;SHANK3
mRNA Transcription (GO:0009299)	3/43	0.612405116197862	0.746072662939545	0	0	0.958684392265193	0.470101687390012	CREB1;C5AR1;PPARG
Regulation Of JUN Kinase Activity (GO:0043506)	3/43	0.612405116197862	0.746072662939545	0	0	0.958684392265193	0.470101687390012	EDN1;DUSP19;SASH1
Regulation Of Cellular Component Size (GO:0032535)	3/43	0.612405116197862	0.746072662939545	0	0	0.958684392265193	0.470101687390012	PPP1R15A;MYO3B;BORCS7
RNA Phosphodiester Bond Hydrolysis (GO:0090501)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	RNASE6;RNASE1
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	ALOX5;FAR2
Glycosaminoglycan Metabolic Process (GO:0030203)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	HYAL1;HYAL2
Limb Development (GO:0060173)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	COMP;MAP3K20
Membrane Fusion (GO:0061025)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	SNAP23;STX11
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	FHL1;AURKB
Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	CDC20;CENPF
Positive Regulation Of Defense Response To Virus By Host (GO:0002230)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	STAT1;TRIM22
Primary Neural Tube Formation (GO:0014020)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	STIL;DEAF1
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	IL1B;LEP
Regulation Of Protein Targeting To Membrane (GO:0090313)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	PRNP;ITGAM
Transcription By RNA Polymerase III (GO:0006383)	2/28	0.612956724553182	0.746072662939545	0	0	0.983330678982853	0.481301960136617	SNAPC1;POLR3H
Positive Regulation Of Mitochondrion Organization (GO:0010822)	4/58	0.61480185367147	0.748094719673808	0	0	0.946786454733932	0.460569243656692	GPER1;MMP9;DCN;AURKA
Sensory Perception Of Light Stimulus (GO:0050953)	7/102	0.615930592017241	0.749244119258042	0	0	0.941667881615396	0.456352027719512	COL1A1;EFEMP1;WFS1;LUM;COL11A1;CDH23;ARRB1
Positive Regulation Of Cellular Catabolic Process (GO:0031331)	10/146	0.621338826552356	0.750433387700828	0	0	0.939553822917092	0.447113681356283	LRRK2;IL1B;LAPTM5;ADAM8;PRKD1;TRIM22;FOXO1;DCN;SH3D19;SNCA
T Cell Differentiation In Thymus (GO:0033077)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	ZFP36L2
Acute-Phase Response (GO:0006953)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	IL6
acyl-CoA Biosynthetic Process (GO:0071616)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	ACAT1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	HLA-E
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	HLA-E
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	HLA-E
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	HLA-E
Atrial Septum Development (GO:0003283)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	BMPR2
Cardiocyte Differentiation (GO:0035051)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	SIK1
Cellular Modified Amino Acid Catabolic Process (GO:0042219)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CDO1
Cellular Response To Interleukin-4 (GO:0071353)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	JAK1
Chondroitin Sulfate Biosynthetic Process (GO:0030206)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CHST7
Cranial Nerve Development (GO:0021545)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	TFAP2A
Cytoplasmic Sequestering Of Transcription Factor (GO:0042994)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	IL10
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	TLR8
Glutamine Metabolic Process (GO:0006541)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	LGSN
Intracellular Potassium Ion Homeostasis (GO:0030007)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	ATP1B3
Intraciliary Retrograde Transport (GO:0035721)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	DYNC2LI1
Lipid Oxidation (GO:0034440)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	ALOX5
Membrane Depolarization (GO:0051899)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CAV1
Membrane Depolarization During Action Potential (GO:0086010)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	SCN4B
Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	APH1B
Monoacylglycerol Metabolic Process (GO:0046462)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	MGLL
ncRNA Transcription (GO:0098781)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CAVIN1
Negative Regulation Of Cartilage Development (GO:0061037)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	EFEMP1
Nucleotide-Sugar Metabolic Process (GO:0009225)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	GFPT1
Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	DDR1
Plasma Membrane Tubulation (GO:0097320)	1/13	0.624469759340134	0.750433387700828	0	0	1.06534482758621	0.501620141606462	CAVIN2
